-0.045115553	-0.09539242	0.029564943	0.115397505	-0.041512858	0.044590056	-0.07421905	-0.004746242	0.092317626	0.03273511	-0.07666765	0.05735638	-0.021006625	0.118438005	0.13346855	0.025725368	-0.10510305	-0.07749113	0.053421784	0.024998594	-0.04818658	-0.09116088	-0.07216755	0.0226137	0.18322974	-0.07349181	0.31131032	0.10753628	0.482535	0.061806373	-0.15014698	-0.028413588
-0.023224887	0.048270274	0.010937396	-0.024007566	-0.04646653	0.007085893	-0.06427813	0.023381159	0.059645664	0.06448426	-0.017902767	-0.012704379	-0.008276023	0.04881871	-0.03028676	-0.027328439	-0.010149864	-0.04795561	0.060033716	0.034349933	0.0334166	0.008791406	0.019803433	-0.016389089	0.07009352	0.03791988	0.24388306	-0.057570126	0.4843019	-0.059832215	0.056554396	-0.012097973
-0.0146236215	-0.13117556	0.016938591	0.01581415	-0.10297164	0.14917491	0.036860455	-0.08919509	0.03519891	0.03143572	-0.07098867	0.09280336	-0.05220719	0.09224447	0.12730572	-0.104267605	-0.077123605	-0.12022998	-0.0628741	-0.018871648	-0.08349568	-0.13246122	-0.10134382	0.09289167	0.18532412	-0.061814185	0.28785697	-0.021397278	0.47032455	-0.08959876	-0.08859782	0.012148303
-0.013622266	0.05258796	0.03369485	-0.043983713	-0.0010762868	0.052333325	0.06187981	0.019946905	0.053954527	0.08480346	-0.013144304	0.05875468	0.025169915	0.06808406	-0.019280637	-0.052447107	-0.06269009	-0.032536253	-0.009340523	0.0017604806	-0.017863406	-0.021602547	-0.027997848	0.028158413	0.10865955	0.0023374904	0.19912197	-0.020211881	0.3329289	-0.00796415	0.0055509824	0.03291221
-0.021787861	0.0717981	0.0022691295	-0.039374422	-0.0070400117	0.035234638	-0.02237044	-0.040782608	-0.0073101427	0.061653525	-0.01183007	0.002877094	0.028039005	0.02605196	-0.01878112	-0.015651708	-0.028623022	0.015492638	0.09859609	-0.009565817	-0.020684164	0.02922195	0.0406389	-0.06948987	0.07206673	0.038432065	0.20365964	0.015777295	0.352753	0.017958183	0.0044063497	0.033455603
-0.034783754	-0.004612628	-0.0583473	0.02267664	-0.045747764	0.04791839	0.025310416	-0.07734092	-0.059691034	0.009849278	-0.010990377	-0.009592161	-0.008688351	0.007254248	0.004855179	0.011911791	-0.06651544	-0.018970935	-0.062032808	-0.004954304	0.008407099	0.000394127	0.041183807	0.015836239	0.013591496	-0.12350043	0.21308137	-0.049110737	0.25341696	-0.067699656	0.025428811	0.035392117
0.36558452	-0.46494845	0.43968806	0.45005465	-0.46628493	0.4785725	-0.45464772	-0.39984605	0.39247024	0.3833005	-0.46517992	0.47815523	-0.3740155	0.4616018	0.4615591	0.42533904	-0.49562627	-0.4593874	-0.2460177	0.48281962	-0.47858799	-0.5022456	-0.49569175	0.4758452	0.5448096	-0.44783634	0.22655302	0.42183056	0.5181391	-0.30540663	-0.3709835	-0.44608787
-0.018310113	-0.0672876	0.0066434448	-0.05118634	-0.039953165	0.094439894	0.018425034	0.07062616	-0.0247228	0.054236937	-0.00096782483	-0.0067526507	0.040784575	0.040317282	0.019412704	-0.0751945	-0.027413601	-0.019588368	0.026659416	-0.03703406	0.091944315	-0.0035054337	0.020100636	-0.069452286	0.06900614	-0.05964117	0.24232402	-0.0020400775	0.32194617	0.06587709	-0.026052099	0.037704594
-0.008377652	0.01788981	0.040043943	-0.049051538	-0.13300551	-0.014828067	-0.06415149	-0.06585367	0.06383869	0.012414372	0.065233834	-0.061927456	-0.051914886	0.016631272	0.025390504	-0.06549583	-0.10695503	-0.111329526	0.035564445	0.049194027	-0.011721027	-0.04118128	0.031368926	0.019678187	0.082069404	-0.060847357	0.19040436	-0.008381256	0.31464446	-0.055984724	-0.0064439094	-0.06232441
-0.058966722	0.016536746	-0.012243772	-0.0644877	-0.04947715	0.046985604	0.05533821	-0.03456999	-0.008183089	-0.004068812	-0.032550067	0.0047247577	-0.009293352	-0.029524062	0.021611484	-0.112732135	0.02948041	0.0065096472	0.14083013	0.0313481	-0.0033092557	-0.032161366	0.016810598	0.04337184	0.040330663	-0.07650429	0.27841547	-0.06398688	0.38726342	0.027359687	0.052273877	0.011170685
